filename,text,total
0e8a7933c9,प्रधान अङ्ग यमुना,17
9b568746a3,अध्ययन गरी तिनलाई,17
9c900467d6,दाइका समकालीन थिए,17
f0851ab4a6,गरिएको थियो नजिकै,17
911a5b5aaf,अर्पण गरिएका हुन्,17
ff3ed36ea2,चर्चित अभिनयहरूमा,17
9c786c61a2,जनप्रदर्शन गरिनेछ,17
3e7661b450,बैशाख जेठमा पर्ने,17
0e2c3987bc,टोकियो क्षेत्रलाई,17
e76a7b68c6,फैलाउन सक्नुहुन्छ,17
9b63b705e8,सानोतिनो कम्पनीमा,17
0e8eac1e93,अन्डा भाले माछाको,17
e7566c07ca,यसको बावजुद समयको,17
9107e68be8,सक्दछन् किनभने जब,17
3e50db2d73,रूपमा केही चर्चित,17
9b670f9a77,वर्णन गरेको थियो।,17
e753628423,महाभारत कालका वाण,17
3e60fc3b55,सालमा र हिमालचुली,17
f05bd953b0,प्रमुख खेलाडी बने,17
e7748cd9ba,फेसबुक र ट्विटरमा,17
44fa8d8fc0,पद्मकन्या कलेज हो,17
e770d345ac,सर्कल निर्माण गरे,17
009f535ff3,पछिल्लो समयमा आएर,17
9b2598e90f,केही देशमा धर्मले,17
44f44d6f90,कहाँबाट सुरु गरेर,17
ed4a4e3c39,अमिताभले यी घटिया,17
e76cb2c26b,यदि मलाई तपाईँहरू,17
f1617868a2,बढी लगानी गरेको छ,17
9b29f566e6,ती स्थानहरू निम्न,17
3e6313ec8c,बनेर आएका हुन्छन्,17
9b4ecbb1b6,गुफामा गएर बाबुको,17
e76872bbe7,उनले सात महादेशका,17
0e6871064e,मन्तरका यन्त्र नै,17
12acd05ee3,यिनको जन्म कास्की,17
9b2daba950,उनको स्वरमा पाइने,17
0e35015df2,कन्सल्ट्यान्ट भएर,17
9b48f02300,परिषद् छिमेक समाज,17
9b32cbe5fa,उनले नेपालीका देश,17
905cf884b6,माफी माग्दै आफ्नो,17
3e6e1ee54b,र एक अन्य फिल्मको,17
3d99fc983b,नेवारसँगै नेपालका,17
9b3490255f,उसिन्नको लागि पनि,17
0e8c827330,प्रत्येक चौबाटोमा,17
ed7618bf44,राज खानदानका राजा,17
12b1877111,सहभागी हुनको लागि,17
3e674aa862,अप्सरा किन्नर तथा,17
9c85dba969,मिलियन प्रति वर्ष,17
9b4deae34f,देवालयहरूमा यिनको,17
456ea1af9f,महत्त्व बढी हुन्छ,17
ff5f840f81,यो चलचित्रमा उनको,17
9c8e0646c9,कल्प शब्दले समयको,17
9052b92147,बग्ने भएकाले यहाँ,17
3e57470651,सय वर्षअघि सक्कली,17
e66600207d,कम्मर मानव शरीरको,17
45702dd636,ऐतिहासिक स्थल तथा,17
ed4b5d198f,बाकसमा हालेर गाडे,17
9c9210053d,गोपालको जन्म बाबु,17
e675fca9ab,माध्यमिक विद्यालय,17
e765382431,धर्म हुने गरेको छ,17
904eb57dfa,खगोल विज्ञान डेवी,17
009f053316,हाँसो जोडदार रङ्ग,17
f1907c54f3,एकदमै सामान्य थिए,17
456ecd190c,लेख पृष्ठको रूपमा,17
3d977f431b,यो बगैंचाको नमूना,17
fd2dbf62f7,प्राप्त रेशा उच्च,17
45735e9515,हावापानी तथा अन्य,17
e6704ff667,ओलिभर ट्याम्बोसँग,17
fd2aa3b846,रहेका ढलानको साथै,17
3d90f0e7cb,आफ्नो आमाको कोखमा,17
13771feb35,त्यसबाट सही र गलत,17
d1925028c5,आफ्नो जीवन समाजको,17
f76a9f52f7,कालीकोट भनिन्थ्यो,17
e678d154c5,गर्छन विशिष्ट आसन,17
0e40a24d7c,को स्थापना गरिएको,17
906b0e0271,आश्रममा भएको मौका,17
3da2ebff8f,तपाईँले मलाई फोटो,17
0e3dd076d0,निकाल्छ र मानिसका,17
456b149506,त्यो पृष्ठ आयोजना,17
f03ebc527d,आजकल धेरै दिनदेखि,17
fd235b6301,वस्त्र पहिर्‍याएर,17
9061adb182,गण्डकी धवलागिरी र,17
9c77e28890,यिनले आफ्नै निवास,17
0bbdc78711,आश्रय मिलेको थियो,17
135e13b06c,साँझको अतिथि भोजन,17
e68ddfa638,बाल विकास केन्द्र,17
9c5f90bffb,मतदान गर्न अधिकार,17
3da841affa,कालो देखिनु बारुद,17
0bbe70425a,दोस्रो स्थानमा नै,17
0e4121a498,गुरुत्व मिल्की वे,17
01f2db9bf0,रामले आफूमाथि लगी,17
135731490b,आद्रता जस्ता कुरा,17
3da6586406,दर्नालका शब्द छन्,17
9c61e221d8,जिल्लामा रहेको एक,17
998b0cb308,विकास हुँदैछ साथै,17
ea20afddd4,कार्की गीत सुन्ने,17
e6832b2a23,यस्ता विशेष तालिम,17
9c767df241,निकै पहिले देखिनै,17
fd352d5b10,पहिलो क्याम्पस हो,17
e654ca1b12,यिनको अर्को किताब,17
0e3278da29,चलचित्रका गीत रूप,17
905e9e0221,त्यस गाउँमा एकजना,17
edc7ca7bd4,मूर्त रूपहरू हुन्,17
e67bf86cdd,प्रकाशवर्ष लामो छ,17
0e37b89431,टीका लगाउने चलन छ,17
edcc032443,हत्याको आरोप लगाए,17
90b2df571b,रहेको तथा एसियाली,17
458bb21e6d,हिस्सा माथि कब्जा,17
fd24c8132a,शीतलहर चल्ने गर्छ,17
3d7da0640b,परिवारलाई अस्थायी,17
eddded0c2a,गहुँ मकै तथा तोरी,17
458ec4f8ef,यी दुई प्रमुख नदी,17
e63d3fd46e,कथावाचन गर्दै थिए,17
9ca76f49f9,परिणत गर्न सक्दैन,17
fd25cd33b8,भारत पनि प्रभावित,17
138b5595ca,जुन आँखा सम्बन्धी,17
3da5869bbf,गर्नु भन्ने हुन्छ,17
3d79e64dad,आम समुदायमा पुग्छ,17
901bdda8bb,यसै प्रकार हिन्दी,17
e63165d292,पटना भारतको बिहार,17
e6471b74c2,तेज प्रकाशन हुन्छ,17
008520f056,अधिक भारी बाउन्ने,17
9c99f03d18,उनले स्पष्ट रूपले,17
9cb765c085,आनुवंशिक तत्त्वको,17
457c4a11f1,उत्तीर्ण भएका थिए,17
3d6d7c03db,राज्य अवस्थित छन्,17
e6423430f0,देवतालाई जगाउनु छ,17
020cfd86a1,त्यसलाई सम्झाए कि,17
9cb0682219,बिताउने परम्परा छ,17
e6385d1a2b,एक जङ्गली वनस्पति,17
9cb578fbd4,भाव राख्दै आएको छ,17
e633cb75b0,बोलाउन आदेश दिइन्,17
901ec08476,आक्सिजन अणु आयनमा,17
9019c3218b,ईश्वरवादी धर्म हो,17
3d6d2733fb,आवश्यक ठानेका छौँ,17
9ca7006cd5,र लामा शेर्पा गरी,17
901d417179,डेथ इन द क्लाउड्स,17
3d7f9bf884,लिपि आदिका बारेमा,17
e637738250,भने त्यसमाथि उचित,17
edd56b6ae1,विपरीत हुन लाग्यो,17
fd25ebc219,यस प्राचीन गाथामा,17
9ca3739353,सुविधा उपलब्ध छन्,17
3d88e180bb,तोकुगावालाई जान्छ,17
e62f5afa7c,निम्ति बनाइएको हो,17
e6512d8250,उनले सात महादेशका,17
1389b023f9,संवैधानिक अङ्ग हो,17
0bbcc2c08b,देखावटी माया ममता,17
458ea775c9,भित्रका मात्र नभै,17
9039158f5b,प्रतिपदा द्वितिया,17
f1939cdf67,यसमाथि कुकुन्द झा,17
9c9a830dc6,पिण्डलाई बिस्तारै,17
9c9b1ee64a,रहेको छो र सेल्वा,17
e649424ed4,साना साना नानीलाई,17
903cd9055a,डेथ टर्न द टेबल्स,17
9ca38911ef,छ जो कुनै ज्ञानको,17
903b1b9d22,प्रयोग गर्छन् जुन,17
9ca42b591a,तारेर खाएमा जस्तो,17
3d84d62b36,यो महादेश विश्वको,17
45864217ec,उनले शिवबाट विशेष,17
138290c775,इटाली तथा स्पेनका,17
9038b96d6b,कन्काई रतुवा मावा,17
01df7b2740,जसमा चिकित्सक तथा,17
edd6189523,कार्यक्रमको चाँडै,17
90a1892348,डेविड क्यामरुन एक,17
9bfc6f94f1,शान्त भएपछि शिवले,17
e6ea45a4a4,जन्मेको भनेका छन्,17
3da9af9dd3,यो ठाउँको भौगोलिक,17
90aabefaca,गर्नुहुन अनुरोध छ,17
9c5d91bddd,अनि छात्रबृत्तिको,17
0e426a4f7b,कुनै देश संस्कृति,17
0093bbbf85,साबरमती नदी गर्मी,17
4549b76a02,सुझावहरू दिँदै छु,17
9c0b23a347,सुपर क्लस्टर सायद,17
e6426e578a,तथा जिब्रो छेड्ने,17
902e06079b,चारैवटा वरदान दिए,17
008d4cc604,आधा महिना कार्तिक,17
0c96fc9e9a,पासाङ्ग दावा लामा,17
909647aeae,विज्ञान हो र यसको,17
3de17eefab,महिने छोरीलाई भने,17
3ded725880,परिवारको योजना हो,17
1310a987bb,आदिको दबावका कारण,17
3debb4b5d8,भएकोले पनि दुम्जा,17
3ddcbcbeb5,संसदीय निर्वाचनमा,17
909b098438,जानकारी दिनुपर्दछ,17
9c05e02eac,र व्याकरण मिलाउने,17
9c216af570,अब दक्षिण अफ्रिकन,17
e6ecfb0e67,मोटो गर्दन हुनेले,17
9c1f96e531,यस रोगमा हाथपैरमा,17
4467c34dfa,फेरि सिजदामा झर्छ,17
01eaa8917d,फुल त्यसपछि क्रमश,17
9c231d779b,गाईघाट हुँदै माथि,17
456417d615,ठुलापोखरा नेपालको,17
130f0483d4,सौन्दर्य तथा छाला,17
909e93ec49,गरेपछि उनले आफ्नो,17
134ef8f9a2,यो विविधता आजसम्म,17
9c1ad47afb,दिन मैले चुनौतीका,17
12f5ae9422,मेलामा जम्मा भएका,17
1348f97faf,नेपालको हकमा जहाँ,17
453d39eaf2,नष्ट गर्ने अभियान,17
454d1319de,कार्य अवश्य हुनेछ,17
3ddc4e8dfb,प्रकारको जनावर हो,17
0e56363fd5,कुनै भौगोलिक कारण,17
e6df042383,पाखोबारीको जमिनमा,17
9c1c5939de,जलचरको बासस्थानमा,17
ed8f180154,र औद्योगिक जीवनका,17
3dda120d77,जो दक्षिण पश्चिमी,17
0e54cd24f2,उमा अधिकारी महिला,17
9c0f548f0c,खोजेको हुँ हजुरले,17
ff5399e13c,भए पुग्ने देखिन्छ,17
3dee2ce834,कार्यलाई चाहे जति,17
13426b08ee,नेपालकी एक चर्चित,17
90a0d04361,वार्ता गर्नुपर्ने,17
9bf92398d2,यो साधारण जीवनलाइ,17
f1857eff85,मलाई लाग्छ र हामी,17
ed8092e381,गङ्गा नाम दिनुभयो,17
3dfae3d766,यस मन्दिरमा रहेको,17
4563147650,प्रतिक्रान्ति गरे,17
909ff877a8,फुटबल जीवनमा उनले,17
90a480780b,ढुसीको उपयोग गरेर,17
906e1937eb,फेरि प्राप्त गर्न,17
9c03d12a0a,ओपन च्याम्पियनसिप,17
90a78f51f4,अनि उनलाई अमेरिकी,17
3df128722d,लिपि आदिका बारेमा,17
e6fb01a741,स्वालम्बन तथा सरल,17
ed7cd1eba1,राताम्य हुने बाटो,17
1306993a7b,जनैपूर्णिमाको दिन,17
e6f6faca4b,तपाईँले लेख अर्को,17
0093c0debc,अर्थात् प्रथम पटक,17
90a03fcac4,स्वीकारोक्ति थियो,17
9bf69b3a34,टोकाउने गरेका छन्,17
e6d0d5d764,उक्त बारह स्थानमा,17
e6d07836e6,भाग्यको साथ उनलाई,17
f185153a5c,तामाङ भाषामा यसको,17
edacdf4d94,भित्रिने पर्यटकको,17
12f40b5697,महिमा पीठका रूपमा,17
90713861de,यसको बिना जन्मबाट,17
e6ae04c326,जानकारी दिएका थिए,17
12fbb496d2,नेपाल फिसेज फिसिङ,17
3db0332401,राई एरिया समितिको,17
e6a86d2a0c,यो लेख मानवद्वारा,17
9bed6a9066,शुल्कका लागि नयाँ,17
fd3c7f9b23,गरी कुल जनसङ्ख्या,17
90a7caa705,धन्यवाद भवानी भाइ,17
e69cf56743,पर्याप्त दबाव सहन,17
908c056974,अमेरिकी कम्पनीहरू,17
01f0b0f68c,आकृति तथा वर्तमान,17
13444193b3,मुम्बई पछि दिल्ली,17
e6aaf0ebac,उनले ओम अस्पतालमा,17
9c4d9da90f,गरेँ त्यसैले माथि,17
edaeb9c51f,यस सामूहिक खुसीमा,17
455e274562,मसीद्वारा लेखिन्छ,17
0e4385ba59,र ऊ पुननिर्वाचनको,17
9218122dcf,कम्युनिस्ट पार्टी,17
446439a125,चार स्ट्रोकले पछि,17
e846cbe5be,आफ्नो राजघर बनाएर,17
9c3abab4a7,आसपासको क्षेत्रमा,17
0bc5004953,कुनै चेतावनी नदिई,17
908a879839,लाई स्थापना गर्ने,17
9c2b6f1b0b,औसीमा मेला लाग्ने,17
0e2c04782d,गुडेका एम्बुलेन्स,17
ed9d02c080,सेवा गरेबापत उनले,17
90879b1182,भारतीय कदमका कारण,17
ed8b49f798,श्वास फेर्न सक्ने,17
f18171e7f8,केनरा बैंकले उनका,17
9084fe4100,मानिने यस गाविसमा,17
e642c21a55,ठाउँमा रहेको एउटा,17
9c2e0b426f,पानीको भन्दा कम छ,17
135131cfbd,यसको चुक खुवाउँदा,17
e69099d2fe,क्लार्कको सुझाव छ,17
9c59ee8e6d,हुन सक्छ र त्यहाँ,17
9c5b00a047,कता हिजो एक्लिएको,17
e68f5f44f6,भवनको दृश्यलाई एक,17
9c5d4e0a1e,हाल टोकियो शब्दको,17
9c452c65e6,गुलजारी लाल नन्दा,17
455dd94323,तपाईँ मान्नुहुन्छ,17
01ee669363,त्यसको दाहिने पटी,17
9148367e8e,भ्रष्टाचार विरोधी,17
eda65b5c65,राख रोगीको शरीरमा,17
3dd08499a8,इन्द्रप्रस्थ थियो,17
1296a66986,गरेपछि उनले आफ्नो,17
e6b6781f3e,सूचनाको हकका लागि,17
ff0a5ea91b,यिनको अध्ययन सटिक,17
3dce0d5afd,शिखरमा पनि पाइन्छ,17
0e4a7d374c,यसमा गायकले शान्त,17
455d1765bf,पोथीले आफ्नो भावी,17
f042a4a89c,अनुमानित एक हातको,17
132f35bf98,इन्द्रलाई बुझाउँछ,17
3dcef377c0,आठपरे राई बोलिन्छ,17
3dccaa23a6,तारापुञ्ज हो जहाँ,17
455cc99043,क्षेत्र आयोजनालाई,17
9c3a0de7a3,एउटा पात्रमा गहुँ,17
9c35ae6322,न्यून रह्यो भन्ने,17
fd6ab2c50a,दुखमुक्त हुन सक्छ,17
455d5b4b7b,राजधानी जिल्ला हो,17
01a53a1136,कतिपय त्यस्तै छन्,17
9079249e6d,त्यसपछि उनले त्यस,17
1339259fd7,हत्याराहरूको सानो,17
132784ed41,कसैले नदेख्ने गरी,17
9088b8e476,गर्दछन् र यो तर्क,17
0c6b4bd18f,नभएर लडाईँको लागि,17
01eb1a47e3,पुग्ने पहिलो सानो,17
ecbee17f75,त्यस स्कुलको पढाइ,17
997dbeda58,पूर्वी खासी हिल्स,17
4463204b2d,बराबर पिनेर कागती,17
3f8c46f0a5,बन्दुक तथा पचासौँ,17
e85b4588ac,सुरूमा काठ बाँसको,17
99984f66b1,सुखसयल सुविधा सबै,17
998953a4f6,यस गाविसको सिमाना,17
0ef1f45161,नयाँ लेख लेख्दैछु,17
0ef4432bd0,मेरो आफ्नै हातबाट,17
00b58764f4,एक उडान प्रशिक्षक,17
3f72e25e6c,केही भक्तजन घरबाट,17
9997570d54,उत्पन्न गर्न सक्छ,17
4468cb899f,खजाना राखिदिएको छ,17
3f7c755534,मैले त्यसको सुधार,17
e8505aa937,धेरै लोकप्रिय छन्,17
3f76e297c6,यस विभागको सङ्गठन,17
999973b808,यस पुलको सुन्दरता,17
3f795c56be,यहाँका मानिसहरूको,17
ecc946c231,उसले राम्रो भन्दा,17
e85e673b16,यसको तटवर्ती मौसम,17
ecbea75344,युद्धका लागि तयार,17
11f8b787f5,र मम्लस मात्र छन्,17
3f961de736,गरिसक्ने अनुमान छ,17
f144921a26,सुरुवात भएको थियो,17
01ed054cbd,तुलनामा यसका धेरै,17
99a69972c4,पर्यटक तथा खुम्वु,17
f07f57625d,यो गाउँबाटै जान्छ,17
9994168297,दुई वर्षकै उमेरमा,17
ecc5cd0b1c,ताजलाई एक लालबलुआ,17
e84c9caee8,तत्त्व चाहिँ गरिब,17
e854034d93,त्यही आइडी मार्फत,17
921aed986a,प्रकारको तरकारी र,17
997fe0c8bb,डेविड सी विल्सनको,17
921a57dcc0,केही समय बेरोजगार,17
ecc6621000,विवाद भयो भन्दैमा,17
fda7a871d1,मात्राहरू हुन्छन्,17
3f7e67912c,हत्केलामा नै अट्छ,17
921f0be584,चाड अवश्य मनाइन्छ,17
0be8ffcdbb,निरन्तर विकास गरे,17
996feb457b,समस्थ पाप कर्मलाई,17
e861841dd4,सहरलाई देशको अन्य,17
8e99335471,भएको पानी चाहिन्छ,17
b44fd5f120,साथ सधै सकारात्मक,17
13f681c72e,उनले विज्ञान विषय,17
e832d273c8,अमरगढीको किल्लाकै,17
e847702528,आपसमा भेट्दा त्यो,17
99913e3be8,सुरक्षाका लागि एक,17
ecdaa50c47,दक्षिणा पनि दिइन्,17
f45e6df958,सुमतिका सन्तान हौ,17
00bd0b375e,राजकुमार यादव आदि,17
3f5581d376,यो नक्षत्र नागमूल,17
2c3790bb05,अहिले उक्त मन्दिर,17
f13f5f98f5,राजा वीरेन्द्रलाई,17
3f513df822,उसले त्यो केटीलाई,17
1dc95f4d3a,अहिले हजुरले मेरा,17
998c67b321,पहिलो पुस्ता भन्छ,17
0be7711074,आग्रहको समेत उच्च,17
b66229af24,उभयराज वज्राचार्य,17
e8599da670,एक किसिमको रूख हो,17
91489bee09,उपनिषद् मानिन्छन्,17
f0836f81fd,डन्डी खेलाडीले रन,17
3f809a5ab6,यो मन्दिर जापानको,17
4477c2fc8f,तिनले बनाएका नियम,17
f0829b3ac5,डेथ टर्न द टेबल्स,17
99d0fd3e83,माता महालक्ष्मीले,17
99d35350b6,भारत यात्रामा थिए,17
27349bad71,उनको नयाँ धर्मलाई,17
99d25243f4,डिन फस्टरले यसलाई,17
3fa61e41e3,शुक्रको शत्रु भयो,17
3f6ce1d85d,नामाकरण गरिएको हो,17
bdf857a1bd,यो ठाउँको शैक्षिक,17
e83420f178,सुरक्षित गरिएको छ,17
e86fbfce34,पछि यिनी पञ्चायती,17
99cc2c78d4,बल खेले र यसरी नै,17
d1d12f94eb,सम्बन्ध पनि कस्तो,17
ecdb6a0767,घटाउन महँगो पर्ने,17
442a62908d,कार्य सुनिल कुमार,17
0ee8651aaf,चाहे उनी जन्तु हो,17
9261dbdc4d,निर्माण गरेका थिए,17
3f454b75ae,मध्येको एक हो तथा,17
0199c5789f,त्यो ऊर्जाको त्यो,17
01aadc14e5,सम्झौता गर्न सक्छ,17
12137b51fc,समितिमा हुनुहुन्छ,17
f145fc93b5,कटौती र यातायातको,17
99d249946a,रिभर्स पिन्च गर्न,17
0ee5a3c90e,जारी गरे जसद्वारा,17
1218d0ccb6,गर्न सकिने भएकोले,17
0be8b4a2a1,भोग्नु परिरहेको छ,17
99d6581677,कृपया आफ्नो लेखमा,17
99d77efc66,मौलिक थर र उपथरको,17
3fdafd0663,धनको अतिरिक्त धनी,17
9206ac2d12,समितिको गठन भएपछि,17
3f65780572,यहाँको मुख्य पेसा,17
99057225fe,अर्पण गर्नुपर्‍यो,17
3f619f6adc,निर्धारण हुने चलन,17
3f6b085563,अम्बिकाजी तपाईँको,17
0f1639d818,नाम प्राय धेरैजसो,17
e83d9b71d0,उठ्नुमा जिन्दगीको,17
99b1dbd90b,जानकारी भर्नुहोस्,17
ec96f1f6b7,आश्रममा भएको मौका,17
99c15467ca,कथा प्राप्त हुन्छ,17
3f6ce06576,उपहार एउटा नेपाली,17
1210b97b85,मुख्य आहारा बनेको,17
99ade81297,फैलिएको यो जिल्ला,17
e846234715,उनले झम्टेको देखे,17
99b67aff42,चलचित्र थियो जसको,17
120ba5bac9,मनोरम पहाडी गाविस,17
92080b9152,दिन बिहान उदाउँदो,17
12108ac09b,उमाल्यो भने फाट्छ,17
120c257705,छाती सुकाइकन माया,17
99c1d12451,स्टार मार्कसको एक,17
99c44b4fca,भएको कुरा लेखिएको,17
fdb7b1c77b,केन्द्रीय समितिमा,17
4456d19dce,वन्स अपन अ टाइममा,17
3f471079cb,गोपाल सिंह बोहोरा,17
99054d8703,कश्मिरी पसल बाँकी,17
44704c2233,मैले चारवटा यस्तो,17
3f570626b8,लहरादेखि बढी लहरा,17
990d6297c1,खिच्न सक्ने हुँदा,17
99c8558db6,एकत्रित गरेका छन्,17
12115539f7,उनी निसन्तान भएकै,17
11d88830b7,यो सरकारको अभिन्न,17
e83c646702,भई सम्पन्न गरिनेछ,17
fdb626a8d5,कसरी बनाइयो भन्ने,17
e83cb42b4a,खोजको प्रयोग गर्न,17
0eee875c5d,क्षण घटना अनुभूति,17
99039c94ec,जानकारी गराइएको छ,17
4474b658f5,स्नान गरी उदाउँदो,17
4456da2123,लामा रौँका गुच्छा,17
3fd6f26a21,एक पाउन्डलाई एउटा,17
3f993a3bb7,लगभग एक किलोमिटको,17
3fd3b1bb44,घरजग्गा दान पाएका,17
0bebda22ae,कुनै गल्ती देखियो,17
3fa327fc48,गाउँ सिद्धिमा पनि,17
20ad66b045,त्यसको औसत लम्बाइ,17
9241381244,उनले झम्टेको देखे,17
9205fcee8f,खेर फालिरहेका छौँ,17
991883b963,किशोर कुमार आफ्नो,17
99515ded3d,सक्पर्क गर्नुहोला,17
f07aa4cf60,यी लेखहरूलाई केही,17
4431cc4b3d,काम गरिराखेको छैन,17
923f6da20b,मनलाई पूर्ण रूपमा,17
99bac1a036,केही दिने विश्वास,17
ec8abd3b6f,विकास मानव अधिकार,17
e8b52adda5,बनाउँदै काम हुन्छ,17
9926c036ae,यसमा तपाईँको कुरा,17
98e2f3ed0b,यसको कोसा काँचै छ,17
e863a1e9b1,तमरखोले लिम्बुहरू,17
442bf7159d,सबै तयार हुँदैनन्,17
f083c9461d,इन्द्रधनुषी जस्तै,17
925b98e574,भन्ने ठाउँमा लगेर,17
442f1475e1,प्रयुक्त हुन्छ्न्,17
e893553140,अगुवाहरू बताउँछन्,17
0f14b0e69b,मुख्य रूपले पहिलो,17
99152c659e,ठेकी काठबाट बनेको,17
9273ce4715,ढ्याङग्रो आदि लोक,17
ec84618cad,व्यक्ति थियो जसले,17
e8777ee9c3,सर्भर सफ्टवेयर हो,17
e8b12529cc,वहाँले भने बमोजिम,17
d44926734b,पोखरेल नेपाल भारत,17
e8a8821ef5,चलचित्र अभिनेत्री,17
e8aa1c366d,पूर्ति होस् भन्ने,17
91efd2626b,सुतेको या हिँडेकै,17
4422450561,डोनाल्ड थम्पसनलाई,17
018f1b6572,पटना राइसको नामले,17
12259dcba4,थियो जुन राजनैतिक,17
44236a4fc8,तथा सुत्केरी भएको,17
44231e3ae4,बर्मेली राजनीतिमा,17
99e4b5c542,प्रेजुडिस द लास्ट,17
11c893d138,जोखिम बहन गरेबापत,17
e8b47b5145,रूपदेखि भयभित गरी,17
3fe945c99e,सुख प्राप्त हुन्छ,17
98ea42dba8,प्रकाशित भएका थिए,17
11c9f4a1a9,आकर्षित गरी जोखिम,17
e8b2983d47,ढड्याइन्छ र पिटेर,17
11cb5a5e47,मावा नदीमा मिसिने,17
9271da79d9,निकाल्न पाउने छैन,17
98ee1b01bf,व्यास बराबर हुन्छ,17
991787a40c,तिमीको प्रयोग बढी,17
11d9c8815f,द पोस्ट प्रणालीमा,17
e8af4fbfdf,साहित्य विशेष गरी,17
e8930bb0ab,त्यो लेखको शीर्षक,17
e88d720c11,यस्तो रूप छ मानौँ,17
fdab087723,मानिसहरू कृषि तथा,17
44242a0872,भाँडो र कालो राडी,17
3fdc4a552a,क्रियाकलापले शरीर,17
e888221e73,हुन्छन् जसलाई यदि,17
994ae3d018,इस्लाम दुई प्रमुख,17
991a110e55,आँखा अस्पताल विपि,17
0f20f77a69,कार्यक्रमको घोषणा,17
3f9d026268,सम्झौता गर्न सक्छ,17
4449adebc0,उपलब्ध छैन यद्यपि,17
3faa488e76,खुवाई आराम गराउनु,17
11f279f0c0,चेल्सीका लागि गोल,17
11e7d8262a,नै राम्रो वनस्पति,17
3fa0ec4b11,कालमा विभाजन गरिए,17
00bf6adb87,सिकारको बेला बस्न,17
0f12451c9a,अन्य सहायक नदीहरू,17
9240f6d451,रियालमा भएको थियो,17
11e793cc7f,जलचरको बासस्थानमा,17
0f001fba7d,कसैलाई खुसी पार्न,17
e892af9550,मार्क्सवादी बन्यो,17
11f654bfa0,बञ्चित हुनुहुने छ,17
4452ff2424,लेखे मात्र प्रवेश,17
ec7fd54282,सजिलै गर्न सकिन्छ,17
4431882273,स्वतन्त्र हुन्छन्,17
e8a6281a70,कम्युनिस्ट पार्टी,17
99403c3298,यस्ता नौ अक्षरहरू,17
fdb823b269,छाँगो एउटा नेपाली,17
0f18960e8d,सिक्किम र भूटानले,17
01945dbdd6,र तिनको उपलब्धिका,17
44389b45ca,पत्थरहरूको प्रयोग,17
00bebc9408,काठमाडौँ कार्यालय,17
ec89c11e14,दैलेख अछामका अन्य,17
e86a213308,त्यस स्कुलको पढाइ,17
019c1ca0fe,प्रयोगको उपभोक्ता,17
e86916dd85,यसरी उनले निराहार,17
3fcd33f7ed,झा यस्तो स्थितिमा,17
994241bc4c,नेवारसँगै नेपालका,17
ecb6d36081,क्षेत्रमा रहेको छ,17
9239ede8ec,तालिमका लागि तयार,17
3f9b58ab3a,कार्यलाई चाहे जति,17
44387b1e88,सेवा र वस्तुहरूको,17
3f64ca1c21,पक्राउ गरेको थियो,17
f136d72a7d,गोब्र्याएको देखिन,17
fdab4a7dd0,यसलाई धर्मनदी पनि,17
ed16e5118f,उनले कालो सेरबानी,17
e880de579e,लगाउने बेला वैशाख,17
00c2bb188d,यसरी आफ्नो गालाको,17
9a915e7b10,बेला भएको चुनावमा,17
443f542228,अहिले पनि पनौतीमा,17
fdaf9c8031,हिन्दूमा छौँ केही,17
3ed294f061,टुप्पो स्वर्गतर्फ,17
99dfa08b2c,डाँडाखर्क नेपालको,17
925011791e,ठेकी काठबाट बनेको,17
01bfb0ca20,लागि आश्रय प्रदान,17
9a8e880d47,माल्दिप्स गएर डलर,17
443b6ba686,स्मृतिमा मातृ तथा,17
99e31973fd,पाल तथा कपडाहरूमा,17
11e32bd54b,त्यस कारण ठकुरीका,17
992e625d71,दोश्रो सम्भावनामा,17
01a1d092ad,नेपालमा नै पाइन्छ,17
992fffb681,जापान अस्ट्रेलिया,17
9931c2b427,आफूले सृजना गरेको,17
f139c8bbdc,उनले रामको यथार्थ,17
443cc6294a,फल र जीवनमा पर्ने,17
0ebb90a144,सिर्जना भएको सहजै,17
0c7153924e,घेरिएको सुनकोसीको,17
448da2f9ac,कुनै पनि सङ्गठनको,17
3edc16d462,आठ हजारीमा दोश्रो,17
3eb7ac7cac,काठमाडौँ जिल्लामा,17
9185222b60,पर्ने धनपुर भन्ने,17
e805921413,यस्ता नौ अक्षरहरू,17
e7c517377f,उनलाई हवाइजहाजबाट,17
e7beffb1a7,यो जिल्ला रहेको छ,17
f154aa62e6,यो नामले जटामसीको,17
91d3a27a55,सर्भर सफ्टवेयर हो,17
9a9042e5aa,आवेदन आउने हुनाले,17
ff2c568125,धेरै डाँडामा चिया,17
126e2c04ba,ठेगाना बदली रहेको,17
99e3a0e0a2,उपनिवेशिक शासनबाट,17
9a953eeb1d,जस्तै भाइरस जस्ता,17
1286a3f2f7,आयोजना पृष्ठ हुन्,17
f155e48aea,डडेलधुरा जिल्लाको,17
126582a654,आइतबारलाई हप्ताको,17
44ba844cee,पनि कम्मरमा पटुकी,17
e7c8db3560,र प्रभुलाई प्रेमी,17
fd77c21a49,कार्य कृष्णचन्द्र,17
126763db51,महत्त्वपूर्ण स्थल,17
9249e6fd5d,शीर्षकको कविता हो,17
918600a1a3,छ जो यस सर्वमान्य,17
9938923517,यिनलाई मारेर हामी,17
91938276c3,अमान्य लाग्यो भने,17
