path,labels,total,n_samples,sampling_rate,duration
9175972d44,हिन्दू धर्मको प्राचीन ग्रन्थहरूमा पनि किरात शब्दको प्रशस्त मात्रामा उल्लेख भएको पाइन्छ।,87,169785,22050,7
nep_0546_2730850248,संयुक्त राज्य अमेरिकाको क्यालिफोर्नियाको लस एन्जलसमा रहेको निजी अनुसन्धान विश्वविद्यालय,87,136505,22050,6
nep_2099_0376291458,कालिम्पोङ्ग महकुमा भारतीय राज्य पश्चिम बङ्गालको दार्जीलिङ्ग जिल्ला अन्तर्गतको महकुमा हो,87,151234,22050,6
nep_2099_0119467480,नेपालमा बढी पानी पर्ने जिल्ला कास्कीको लुम्ले गाउँ विकास समिति अन्तर्गतको क्षेत्र पर्दछ,87,166831,22050,7
nep_0546_1657730053,ती मध्ये एक प्रजातिमा जीवाणुको संक्रमण पछि रोग लाग्दैन जीवाणुलाई जीवन्त राख्ने काम गर्छ,87,134799,22050,6
nep_0546_8722667846,सुनको गेट अन्तर्राष्ट्रिय कलेजको वास्तवमै विश्वव्यापी स्तरको शिक्षा प्रदान गर्दै आएको छ,87,163935,22050,7
nep_0283_3326495973,करिब तीस हजार मानिसहरू मारिए पचास हजार व्यक्ति गिरफ्तार भए हजारौँले कालापानीको सजाय पाए,87,188388,22050,8
nep_0546_5320106695,काठमाडौँ ग्रिलको स्थापना नेपालमा नयाँ प्रयोग गरिएको कुरा सम्बन्धित व्यक्तिले बताएका छन्,87,134064,22050,6
nep_2099_0784724381,यसपछिका समयमा उल्लेख पाइन्न निलिशाला भन्ने कायमै निलिशालाबाट नक्साल कहलिन पुगेको पाइन्छ,87,201876,22050,9
nep_2099_8394596571,मनोविज्ञान व्यवहारिकता राजकाजका सिद्धान्तहरूलाई सरल लवजमा प्रस्तुतिकरण यसको मूल विशेषता,87,173203,22050,7
nep_2099_8540994647,सामान्यतः बजारमा उपलब्ध पंचतन्त्र कथाका पुस्तकहरूमा चालीस देखि असी वटासम्म कथा पाइन्छन्,87,167095,22050,7
nep_6329_6982404324,स्पेनी चित्रकार र मुद्रण बनाउने व्यक्ति एक करोड चौरहत्तर लाख एकसट्ठी हजार आठ सय अट्ठाइस,87,157548,22050,7
nep_3614_0318125833,त्यस नजिकै रहेको सो पोखरीमा नुहाएमा रोगब्याधबाट बच्न सकिन्छ जनविश्वास समेत रहेको पाइन्छ,87,192034,22050,8
nep_2099_1118947558,भारतीय कम्युनिस्ट पार्टी जनतादल एस मुस्लिम लिग केरल काङ्ग्रेस एम केरल काङ्ग्रेस जे आदि,86,167882,22050,7
nep_3997_0495659858,ब्रोड शिखर वा के तीन पाकिस्तान र चीनको सिमानामा अवस्थित विश्वको बाह्रौँ अग्लो हिमाल हो,86,151366,22050,6
dfbb634ab5,यसैगरी उनले व्यवसाय प्रवर्द्धन सम्बन्धी चार वर्ष कोर्स पनि अमेरिकाबाटै पूरा गरेका छन्।,86,180810,22050,8
nep_2099_6069536092,पाखा नदी निर्मित टार उपत्यकामा आउँछ समाहित हुन्छ यी भिराला पाखाहरू जटिल सम्वेदनशील छन्,86,171145,22050,7
nep_3997_5459742202,जोखर ताल सुदूरपश्चिमाञ्चल विकास क्षेत्रको कैलाली जिल्ला अन्तर्गत पर्ने एक रमणीय ताल हो,86,139209,22050,6
nep_2027_5969290132,कान्ति बाल अस्पतालले बालबालिकामा हुने प्रायः सबै खाले रोगहरूको उपचार गर्नमा सफल भएको छ,86,165155,22050,7
nep_0283_6773461444,सहिद स्मारक कलेजले गरिब तथा जेहेन्दार विद्यार्थीहरूलाई छात्रवृति प्रदान गर्दै आएका छन्,86,177180,22050,8
nep_5687_1436141857,सनराइज बैङ्किङ् लिमिटेडको राजविराजमा पनि उपास्थित छ र यसका शाखाहरू अरू धेरै ठाउँमा छन्,86,180781,22050,8
nep_5687_6751360016,कञ्चनजङ्घा हिमाल नजिकबाट उत्पत्ति भएको तामोर नदी देशकै प्रथमस्तर नदीको रूपमा पर्न आँउछ,86,208946,22050,9
b41cf57bd5,तर उनका पिता शिवगुरु छोरोले देववाणी संस्कृतको पूर्ण ज्ञान प्राप्त गरेको देख्न चाहन्थे।,86,202860,22050,9
nep_2099_4169695290,इलले उत्तराधिकारीका रूपमा कान्छा छोरा उनलाई सन् दुई हजार नौदेखि तालिम दिन थालिएको थियो,86,149345,22050,6
a4b6497251,परग्रही जीव अर्थात् अङ्ग्रेजीमा एलियन पृथ्वी बाहेक अन्य ग्रहको जीवलाई बुझाउने शब्द हो।,86,194040,22050,8
nep_0546_3468463359,सार्क क्षयरोग केन्द्र नेपालमा रहेका छ र यसले सार्क क्षेत्रकै क्षयरोगीहरूको उपचार गर्दछ,86,168433,22050,7
3c29b25fda,कुनै पनि सम्बन्धित वस्तु बारेमा केही पनि ज्ञान हुनु त्यस वस्तु बारेमा जानकारी हुनु हो।,86,136710,22050,6
84c3e30f22,यसलाई नगरपालिका घोषणा गर्दा चन्दननाथ र महतगाउँ गाउँ विकास समितिहरू समावेश गरिएका हुन्।,86,213885,22050,9
12059b0aef,शास्त्रीय गायन तथा वादन क्षेत्रमा विद्यार्थीहरूलाई सर्वप्रथम अलङ्कारको अभ्यास गराइन्छ।,86,202860,22050,9
nep_2099_6364360672,नेपालमा लिच्छविभन्दा अगाडी किराँतकालमा नै सङ्गठित राज्य व्यवस्थाको जग बसिसकेको देखिन्छ,86,151631,22050,6
nep_2099_7389359808,कालो मृत्युको महामारीले युरोपको इतिहासमा गम्भीर धार्मिक सामाजिक आर्थिक उथलपुथल ल्यायो,85,144913,22050,6
nep_2099_7462065021,ईशापूर्व बाह्र सय तिर किराँतहरूबाट नेपाल खाल्डोमा आक्रमण गरिएको भन्ने अनुमान गरिएको छ,85,186815,22050,8
1ae8c4a177,वायुमण्डलीय प्रभावहरूबाट जीव जन्तुहरूको आकृति आकार वर्ण आदि पूर्ण रूपमा प्रभावित थिए।,85,174195,22050,7
nep_2099_7189813470,रगत भोजन गरेको केही दिन पछि उपियाँको मध्य पेट लगातार विभाजन भएर जीवाणुका कारण थुनिन्छ,85,175974,22050,7
nep_0883_8460335842,एसियाकै ठूलो निजी पुस्तकालय केशर पुस्तकालय करिब छत्तीस हजार जति पुस्तकहरू राखिएका थिए,85,167507,22050,7
d717a81cd9,टाकटुके जात्रा नुवाकोट जिल्लाको त्रिशुलीका नेवार समुदायले मनाउने परम्परागत जात्रा हो।,85,191835,22050,8
nep_2027_4667640580,अरुणिमा उच्च माध्यमिक विद्यालयले धेरै पहिलेदेखि नै समाज सेवा गर्दै आएको कुरा खुलेको छ,85,150462,22050,6
nep_2099_6441499351,बत्तीस जना शासकलाई प्रति शासक पच्चिस वर्ष मानी हिसाब गर्दा यसको अवधि आठ सय वर्ष हुन्छ,85,174504,22050,7
eb97fdddb5,पर्यटकको आकर्षणको केन्द्र अन्नपूर्ण संरक्षण क्षेत्र नेपालको ठूलो संरक्षित क्षेत्र हो।,85,171990,22050,7
nep_6834_7828553259,होमियोप्याथिक अस्पताल ललितपुरले आफ्नो सेवा प्रदान गरेको दुई दशक भइसकेको कुरा जनाएको छ,85,165126,22050,7
nep_2099_4815781687,उहाँले अभिनय गरेको पहिलो टेलिफिल्म महको पहिलो चलचित्र शम्भुको निर्देशनमा बनेको सन्तान,85,142010,22050,6
9266fd9357,नेपाल राष्ट्रिय विकास परिषद नेपाल सरकारको विकास योजनाको लागि एउता महत्वपूर्ण अङ्ग हो।,85,147735,22050,6
nep_3960_3784594149,क्यानलले रुसको कालिनिनग्राड ओब्लास्टमा रहेको लाभा नदी र पोल्यान्डको माम्री ताल जोडेको,85,157511,22050,7
601db35086,कुनै दिन काठमाडौँ बासीमा मात्र सीमित यो जात्रा अहिले राष्ट्रिय महत्त्व पाउन थालेको छ।,85,141120,22050,6
79fd774e50,अनि त्यस मूर्तिको विशेषता के छ भने सिंहासनमा सुतेर दायाँ हातले शिरलाई अडेस लगाइएको छ।,85,156555,22050,7
b4879e8418,आदिवासी किरातीहरूको यो पर्व पृथ्वीमा कृषि युगसरू भएदेखि प्रचलनमा आएको विश्वास गरिन्छ।,85,196245,22050,8
fd36b2ea42,छन्त्याल जातिले माउरी बाजा पिउरा मादल मुरली खैँजडी आदि बाजा यस जातिले प्रयोग गर्दछन्।,85,233730,22050,10
4c7d33de5b,सिपाही भन्छ यस नगरीमा फाँसीको फन्दामा ठिक्क हुने गर्दन यही जोगीको बाहेक अर्को भेटिएन।,85,171990,22050,7
291a9535df,यस्तै आईपीएलले किङ फिसर एयरलाइन्सलाई अफिसियल अम्पायर पार्टनरका रूपमा सम्झौता गरेको छ।,85,156555,22050,7
nep_0546_4733772203,नोट एउटा रूपमा खेल्नका लागि र अर्को नोटमा छिटो स्लाइडहरू वा ग्लाइडहरू गर्न बनाइएको हो,85,137468,22050,6
nep_0546_6278470870,सौन्दर्य साधन आपूर्ति पसलले दसैँको शुभअवसरमा भारी छुटका साथ साधनहरू बिक्री गरिरहेको छ,85,143039,22050,6
nep_0283_7189052277,यो बाटो दक्षिण पश्चिम दिशातिर मोडिन्छ र चितवन नवलपरासी जिल्लाको सिमानाबाट भारत छिर्दछ,85,201148,22050,9
61e9f5ff44,उनी अन्तर्राष्ट्रिय स्तरको राजनीतिमा भारतको भूमिका विस्तार होस् भन्ने चाहना राख्छन्।,84,191835,22050,8
37620482d8,यहाँबाट भेडीगोठ सार्दै हिँड्ने तामाङ शेर्पा र चौँरी गाई तपाईँका साथी बन्न आइपुग्छन्।,84,156555,22050,7
7b1d00bba5,खोटाङ नेपालको पूर्वाञ्चल विकास क्षेत्रको सगरमाथा अञ्चलमा अवस्थित एक पहाडी जिल्ला हो।,84,222705,22050,10
b1b7cb84db,हजारे मङ्गलबार बिहान नौ बजे राजघाट गए र इन्डिया गेटदेखि जन्तरमन्तरसम्मको यात्रा गरे।,84,180810,22050,8
1425558f19,उनी र उनको परिवारविरुद्ध मानवताविरोधी अपराध र भ्रष्टाचारको आरोपमा मुद्दा चलिरहेको छ।,84,145530,22050,6
524681fe2b,केरल कृषि विश्वविद्यालय भारतको राज्य केरलको त्रिशुरमा अवस्थित एउटा विश्वविद्यालय हो।,84,209475,22050,9
2db175b4a0,जिल्लाको पश्चिमी भेगमा रहेको यस गाविससँग कास्की जिल्लाको लेखनाथ नगरपालिका जोडिएको छ।,84,191835,22050,8
7f038a0131,रुडोल्फले त्यस पछि प्यूमाको स्थापना गरे जुन प्रारम्भमा एडिडासको प्रतिद्वन्द्वी थियो।,84,233730,22050,10
nep_3614_6613960384,नक्सालस्थित बृहस्पति विद्या सदनमा भएको खेलमा नेपालले भारतलाई नौ चार ले पराजित गर्‍यो,84,148911,22050,6
dcd7a7eb6d,दक्षिण दिशा चार दिशा मध्ये एक घाम उदाउने भागतर्फ फर्केर उभिँदा दायाँ तर्फको दिशा हो।,84,207270,22050,9
13b634c809,जोर्डनविरुद्ध आफ्नो प्रतिष्ठा फर्काएर नेपाली फुटबलले आफ्नो औकातलाई पुन कायमै गर्‍यो।,84,194040,22050,8
8c7c026081,तर थोमस एल्वा एडिसन एक व्यक्ति विशेष हुन् साथै उनी एक विश्व प्रसिद्ध वैज्ञानिक हुन्।,84,176400,22050,8
nep_3614_5623772879,द्रौपदीलाई जोगाउन पाँच पाण्डवमध्येका सबभन्दा बलशाली भीमसेन किच्चकसँग भिड्न कस्सिएछन्,84,163464,22050,7
8d6e38bf8d,राणाकालमा मकैको खेती नामक पुस्तक लेखेवापत उनलाई थुनियो र कारागारमा नै उनको निधन भयो।,84,147735,22050,6
nep_3960_4322807779,गीतकार एवं कवि विनोद गौचनको शनिवार बिहान पश्चिमाञ्चल क्षेत्रीय अस्पतालमा निधन भएको छ,84,151249,22050,6
3411d736d1,खेलको समयमा मैदानको दुवैतर्फ रहने व्यक्तिलाई लाइन्स मेन वा एसिस्टेन्ट रेफ्री भनिन्छ।,84,202860,22050,9
a096fa8ec6,यदि तपाईँ धेरै खाना खानुहुन्छ भने तपाईँको बच्चाको तौल नबढी तपाईँको तौल चाहिँ बढ्नेछ।,84,152145,22050,6
nep_2099_7067930712,महाभारत कालीन कथाको प्रसङ्गसँग जोडिएको किच्चकबध करिब दस विगाहा क्षेत्रफलमा फैलिएको छ,84,147103,22050,6
nep_5687_4136572279,सेन्ट लरेन्स कलेज इस्वी सम्वत् उन्नाइस सय सन्तानब्बे सालमा स्थापित शैक्षिक संस्था हो,84,160818,22050,7
nep_7957_6706814045,निष्क्रिय विद्युत चुम्बकीय छड जसले तनाव र वर्तमान बिच एक निरन्तर अनुपात प्रदान गर्दछ,84,149360,22050,6
nep_5687_2569395956,जापानिज किचन कुजुनामा जापानी परिकारहरू स्वाद लिन धेरै ठाउँ बाट मानिसहरू आउने गर्दछन्,84,177260,22050,8
957c00b276,नगरकोट हत्याकाण्डको विरोध गर्दै नेपाली जनताहरूले विभिन्न स्थानमा विरोध प्रदर्शन गरे।,84,158760,22050,7
nep_2099_4518604406,लसीका ग्रन्थी महामारी प्रक्रिया दुई जातिका कृतक मुसा लोखर्के आदिमा आधारित भएको पाइयो,84,191343,22050,8
be585c8c43,यी थेरवाद बौद्धहरूले हेतुवादी र आश्रमिक स्वरूपलाई नबदली बुद्धका ज्ञानहरू अगाडि बढाए।,84,231525,22050,10
d34729ac13,केही मानिसहरुमा यो धारणा हुन्छ ग्लूकोमीटर प्रायः सही परिणाम दिंदैनन् तर यो सत्य छैन।,84,205065,22050,9
d3ce624017,आफ्नो लेख अरू कसैले सम्पादन गर्‍यो भन्दैमा रिसाउनु उहाँको गल्ती हो जस्तो मलाई लाग्छ।,84,224910,22050,10
nep_0546_5967412214,कालीगण्डकी खोँच नेपालको मध्यपश्चिमी हिमाली क्षेत्रमा कालीगण्डकी नदीले बनाएको खोँच हो,84,138203,22050,6
4fa262bccf,महिनावारी बन्द भएपछि असामान्य रक्तश्राव भएमा पाठेघरको क्यान्सर लगभग सुनिश्चित हुन्छ।,84,198450,22050,9
e2a84ba469,यस एकादशीको व्रत गर्नाले मानिस सबै पाप तथा दुखबाट छुटेर मोह जालबाट मुक्त हुन जान्छ।,83,180810,22050,8
1ea18643f2,जनमुक्ति सेनातर्फ उहाँ डिभिजनको कमिसारको जिम्मेवारी समेत बस्नेतले पुरा गर्नुभएको छ।,83,191835,22050,8
4c12d4ef88,यस नदीमा माछा तथा सर्पको अनेक प्रजातिहरू पाइन्छन्। यहाँ दुर्लभ डल्फिन पनि पाइन्छन्।,83,183015,22050,8
4380d056bf,यो भारतको लगभग सबै गहुँ उत्पादन गर्ने क्षेत्रहरूमा वर्तमानमा उत्पादन गरिने गहुँ हो।,83,196245,22050,8
4e0030b632,गेटोरेड टाइगर उनको एउटा पेय कम्पनीसहित पहिलो अमेरिकी तथा पहिलो ला यसहरूस समझौता हो।,83,183015,22050,8
nep_2099_7315342551,उत्तर कोरियाको सबैभन्दा घनिष्ट सम्वन्ध चीनले किमको निधनमा गहिरो दुःख व्यक्त गरेको छ,83,157849,22050,7
36921a6d72,उहाँले किराँत जाति किराँत धर्म भाषा लिपि आदिका बारेमा धेरै शोधकार्य गर्नुभएको थियो।,83,158760,22050,7
fb9af4deb9,पुनले शिक्षक सङ्घ र आदिवासी जनजाति महासङ्घको केन्द्रीय तहमा रही काम गरिसक्नुभएको छ।,83,209475,22050,9
nep_2099_7290413825,पशुपतिको विरूपाक्ष मूर्तिको साक्षत रूप किराँत आकार प्रकार झल्कने हामी देख्न सक्दछौं,83,151771,22050,6
nep_3614_7098642175,स्पेनी चित्रकार मूर्तिकार प्रिन्टर मेकर माटोको सामाग्री निर्माण गर्ने र चरण डिजाइनर,83,152513,22050,6
nep_0283_9642724626,सेन्टरपोइन्ट नेटवर्क पनि अन्य कम्पनीहरूसँग मिलेर धेरै किसिमका कार्यहरू गर्दै आएको छ,83,168551,22050,7
491a7b2ca6,पराशर नेपाल भारत तथा अन्य स्थानहरूमा बसोबास गर्ने हिन्दू धर्मावलम्बीहरूको गोत्र हो।,83,180810,22050,8
nep_5687_9071879648,न्यु रजत हेयर स्टाइल सैलुन लेडिज एन्ड जेन्समा जानुहोस् र सौन्दर्य प्राप्त गर्नुहोस्,83,157114,22050,7
nep_2099_6283825030,यस टावरभित्र टोकियो टावर मोम सङ्ग्रहालय रहस्यमय पैदल क्षेत्र र हस्तलाघव कलाघर पनि छ,83,171447,22050,7
nep_2099_9122188865,यसअघि साङ्घाइ वर्ल्ड एक्स्पोमा सहभागिताका क्रममा चीन गएका राष्ट्रपति पनि उपस्थित भए,83,164802,22050,7
nep_0283_7088220977,कुमारी बैङ्क लिमिटेडले नायब प्रमुख कार्मचारी अधिकृतमा राजिव गिरीलाई नियुक्त गरेको छ,83,178444,22050,8
nep_3960_1826996313,रिलायन्स अन्तर्राष्ट्रिय एकेडेमीले बास्केटबल तथा भलिबलमा निकै राम्रो प्रगति गरेको छ,83,138489,22050,6
nep_0546_2878948778,लुम्बिनी अञ्चल आयुर्वेद औषधालयले यस क्षेत्रका जनतालाई निकै राम्रो सेवा पुर्‍याएको छ,83,144369,22050,6
a0fd466827,जनमार्ग उमावि पाल्पा जिल्लाको सिलुवा मस्लाङमा रहेको एउटा उच्च माध्यमिक विद्यालय हो।,83,227115,22050,10
ac924f7fc1,टुँडालमा देवी देवताका सुन्दर आकृति शैवधर्मसँग सम्बन्धित दृश्यहरू अङ्कित गरिएका छन्।,83,222705,22050,10
a8e20ffcc7,रामका सीताका विवाहका पछि दशरथले यो घोषणा गरिदिए कि रामको राज्याभिषेक तुरून्त हुनेछ।,83,222705,22050,10
aae7c13ab6,गुगल भिडियो इन्टरनेटमा गुगल निगमद्वारा सञ्चालित एक भिडियो अपलोड तथा संग्रह स्थल हो।,83,209475,22050,9
5dc1ab5e3d,तब आफ्ना कुल पुरोहित महर्षि गर्गबाट परामर्श गरे र कष्टबाट छुटकारा पाउने उपाय सोधे।,82,211680,22050,9
nep_2099_2639367134,पचपन्नझ्याले दरबारको निर्माण राजा भूपतिन्द्र मल्लले नेपाल सम्वत् बयासीमा गरेका थिए,82,151131,22050,6
3ad9b023cf,सुर्खेत क्षेत्र तत्कालीन खस साम्राज्य अन्तरगत पर्थ्यो भन्ने कुरा निर्विवाद सत्य छ।,82,198450,22050,9
nep_5687_6685827002,नमोबुद्ध कस्मेटिक एण्ड टेलरिङ्ग सेन्टरबाट सिलाइएका लुगाहरू मिलेका र राम्रा हुन्छन्,82,152939,22050,6
cd254faaaa,बिन्दु उत्परितर्वन अति सूक्ष्म हुन्छ र यसको प्रभाव सम्पूर्ण जीव परिवर्तनमा पर्दैन।,82,196245,22050,8
17455fe2d2,यसबाट पुरा देशबासिहरूलाई उनी एक परिवर्तित नीति अपनाउनमा सक्षम छन् भन्ने अनुभव भयो।,82,224910,22050,10
5c9bc88f8e,छलफलमा उठेका प्रश्नहरूको जवाफ सम्बन्धित मन्त्रीले दिएपछि छलफल समाप्त भएको मानिन्छ।,82,185220,22050,8
8d1a169714,यहाँको अधिकांश जनसङ्ख्या कृषि जङ्गल काटन मत्स्य उद्योग तथा फलाम उद्योगमा संलग्न छ।,82,209475,22050,9
nep_2099_1493577464,जङ्गलको बिचबाट निस्केको पानीको छहराको मनमोहक पर्यटकीय विकास नहुँदा ओझेलमा परेको हो,82,171469,22050,7
nep_0546_1839688913,स्थापना कालदेखि नै सैपाल एकेडेमीले राष्ट्रिय तथा स्थानीय सिपलाई बढावा दिँदै आएको छ,82,169499,22050,7
nep_6834_7318170766,इनग्राममाइक्रो इन्कले आफ्ना उत्पादनहरूलाई बजारसम्म लैजान नयाँ तरिका अवलम्बन गर्‍यो,82,164567,22050,7
nep_0883_8469107559,क्यानाडामा वार्षिक रूपमा धेरैमात्रामा काठ तथा वन्यजन्य उत्पादनहरू निर्यात गरिन्छन्,82,143318,22050,6
nep_2099_1652297885,त्यस्तै प्रकारले प्याङमा विभिन्न देवीदेवतालाई यसरी खुला रूपमा राख्ने गरिएको पाइन्छ,82,145891,22050,6
nep_3960_3367601833,आजभोलि क्षयरोग अस्पतालमा जाने सर्वसाधरणको सङ्ख्या घटेको कुरा उक्त विवरणमा उल्लेख छ,82,155549,22050,7
875c1ba8fc,उहाँले नेपाली काङ्ग्रेसका लालबहादुर घलेलाई पराजित गर्दै विजय हाँसिल गर्नुभएको हो।,81,174195,22050,7
37d7e8a20f,ऐक्यबद्धता गठिलो हुनै पर्छ आउनुहोस् तपाईँंलाई अर्को नाम फुरेको छ भने त्यो नै सही।,81,216090,22050,9
nep_2099_0145260888,तर यसका पूर्व कि आङ्ग्ल फ्रेन्च सेनाहरू कालासागरका पश्चिमी तटमा वर्नमा एकत्र हुन्,81,160730,22050,7
3a8f723db3,अहिले अन्साज टाइम म्यागजिनको सर्वेक्षणमा सबैभन्दा बढी मत पाउने व्यक्ति बनेका छन्।,81,156555,22050,7
nep_3960_1505718167,अमेरिकी आवाज अभिनेता हास्य अभिनेता लेखक स्टोरीबोर्ड कलाकार एनिम बनाउने र निर्देशक,81,163854,22050,7
bb3618a452,चुरेभावर राष्ट्रिय एकता पार्टी नेपालको केन्द्रीय कार्यालय काठमाडौँको रातोपुलमा छ।,81,154350,22050,7
nep_0546_3433661851,खास्टे ताल नेपालमा कास्की जिल्लाभित्र लेखनाथ नगरपालिकाका सात तालमध्ये एउटा ताल हो,81,132617,22050,6
3aee485fee,अङ्ग्रेजी महिनाहरूको आधा डिसेम्बरको महिना र आधा जनवरी महिना पुष महिनाभित्र पर्दछ।,81,189630,22050,8
nep_6834_6191873103,अमेरिकी फिल्म निर्माता टेलिभिजन निर्देशक दृश्य कलाकार संगीतकार र समसामयिक अभिनेता,81,183699,22050,8
nep_3614_3525354061,खुला ज्ञान डेटाबेस परियोजना विकिमीडियाद्वारा आयोजित र स्वयंसेवकहरूद्वारा सम्पादित,81,140018,22050,6
6a1c6250d1,मल्लकालको उदयसँगै राजकीय मान्यता पाएपछि यस भाषाले राम्ररी फल्ने फुल्ने मौका पायो।,81,169785,22050,7
89195a6e17,तारमिरा युरिका सेटिभा अरू तोरीको तुलनामा भारतमा यसको परिचय पछिल्लो समयमा भएको हो।,81,229320,22050,10
nep_2027_6058780194,यस वर्षदेखि युनाइटेड अकाडेमीले त्रिभुवन विश्वविद्यालयबाट सम्बन्धन प्राप्त गरेको छ,81,146324,22050,6
7c993d7ae1,नेपाल समाजवादी पार्टी लोहियावादीको केन्द्रीय कार्यालय पर्सा जिल्लाको बिरगञ्जमा छ।,81,178605,22050,8
d3a1cb9bc1,सबैजसो तारापुञ्जको गर्भमा एक विशाल ब्ल्याक होल रहेको हुन्छ भन्ने अनुमान गरिएको छ।,81,189630,22050,8
nep_2099_9002481514,दुई हजार आठमा अगस्टमा एक जापानी प्रकाशनले किम दुई हजार तीनमै मरिसकेको दाबी गर्‍यो,81,159010,22050,7
6751c0c0a4,तेस्रो दिन पादुकास्थानमा स्वामी कार्तिकेय ज्वालादेवी भैरव र शिवजीको दर्शन गरिन्छ।,81,194040,22050,8
nep_2099_6379965939,कालो कुरो नेपालमा पाइने एक प्रकारको वनस्पति बिउ कपडा जनावरको रौँमा सजिलै टाँसिन्छ,81,168683,22050,7
nep_0546_5637749186,ऐतिहासिक महत्त्व बोकेको यो दरबार भक्तपुर जिल्लाको भक्तपुर दरबार क्षेत्रमा रहेको छ,81,132764,22050,6
200feeeff5,गङ्गा नदीमा पाइने डल्फिनलाई भारत सरकारले भारतको राष्ट्रिय जलीय जीव घोषित गरेको छ।,81,176400,22050,8
nep_2099_7833429480,कालिङ्पोङ महकुमा भारतीय राज्य पश्चिम बङालको दार्जिलिङ जिल्ला अन्तर्गतको महकुमा हो,81,159598,22050,7
58b83c12c0,राजा महेन्द्रको शुभराज्याभिषेकअघि मात्र त्रिपुरेश्वरमा दशरथ रङ्गशाला निर्माण भयो।,81,202860,22050,9
858219894f,फारसी बहरको मात्रै पछि नलागी उनले लोकलय एवं स्वनिर्मित लयलाई पनि स्थान दिएका छन्।,81,169785,22050,7
nep_2099_3837561282,टर्की आधिकारीक नाम गणतन्त्र टर्की पश्चिम एसियामा अवस्थित एउटा युरेसियन राष्ट्र हो,81,149352,22050,6
a4a443d6b1,हीरा वृष र तुला लग्नमा जन्मिएका मानिसका लागि हीरालाई प्रमुख पत्थरको रूपमा लिइन्छ।,81,158760,22050,7
fd54763883,यो बढिरहँदा अर्थात युवा अवस्थामा घ्याम्पे भाग हरियो र पात झरेको समयमा खैरो हुन्छ।,81,198450,22050,9
nep_2099_1308110078,दुई सय किसिमका टलिप फूल यूरोप र एसियालाई छुने प्राचीन शहर इन्तान्बुलमा फुलेका छन्,81,150154,22050,6
nep_3614_9146635246,यो स्थान प्राचीन कालको नदी सरस्वती कालान्तर सुख गर्न लुप्त भएको तटमा अवस्थित थियो,81,155820,22050,7
ac8bc803d1,व्यक्तिको राशिकुण्डलीमा चन्द्रमा बसेको राशिलाई पहिलो लग्नमा स्थापना गर्ने गरिन्छ।,81,227115,22050,10
nep_2099_2380888505,केरलका गणित तथा ज्योतिषशास्त्रको विकास आर्यभट्टको रचना आर्यभट्टीयका आधारमा भएको छ,81,162017,22050,7
a96d029fed,विभिन्न सङ्घसंस्थासँग आबद्ध बस्नेतले कुनै पनि संसदीय निर्वाचनमा भाग लिनुभएको छैन।,81,174195,22050,7
nep_3614_0258484851,यिनी दुई हजार सोह्रमा कोइरालाको जननिर्वाचित मन्त्रीमण्डलमा पहिलोपटक मन्त्री भएका,80,148875,22050,6
nep_2099_4604098970,उनको जन्म उन्नाइस सय उनान्सत्तरीको मार्च एघारमा अमेरिकाको सिकागो सहरमा भएको थियो,80,155909,22050,7
nep_3614_0851358183,लिपफ्रग टेक्नोलोजी त्यसताका अमेरिकाका एउटा नयाँ प्रविधिको प्रयोग रूपमा आएको थियो,80,133932,22050,6
103f23a109,अङ्ग्रेजीमा स्नोबल प्लान्ट भनेर चिनिने यो वनस्पतिलाई कतै कतै हिम कमल पनि भनिन्छ।,80,216090,22050,9
nep_3960_4067629719,बेनीमा म्याग्दी खोला कुश्मामा मोदी खोला रूद्रबेनीमा बडीगाड आँधि खोलामा मिसिन्छन्,80,153564,22050,6
77d0fb7e01,फलस्वरूप कहिले पृथ्वीको छायाँ चन्द्रमामा र कहिले चन्द्रमाको छायाँ पृथ्वीमा पर्छ।,80,198450,22050,9
nep_2099_9278673147,किटु दैलेख जिल्लाको पिपलकोट गाउँ विकास समितिको वडा नम्बर पाँच अन्तरगत पर्ने गाउँ,80,160936,22050,7
9dad0adfdc,संयुक्त जर्मनीले पश्चिमी जर्मनीको तरिका खुला अर्थव्यवस्था र लोकतन्त्रलाई अपनायो।,80,231525,22050,10
ba83df902e,एकेन्द्रजी विकिपीडियाका पृष्ठहरू सार्नको लागि खास कुरामा ध्यान दिनु पर्ने हुन्छ।,80,156555,22050,7
8581327a18,आदिवासी जनजाति सूचि परिमार्जन उच्चस्तरीय कार्यदल बनाउन सरकार गठन गर्न बाध्य भयो।,80,218295,22050,9
59a3af39a3,यसरी छानेको व्यक्तिले सभापतित्व गरेको अवस्थामा सोको जानकारी सभामुखलाई दिनुपर्दछ।,80,143325,22050,6
nep_2027_5576535754,पूर्वमा धवलागिरी देखि पश्चिममा व्यास ऋषि हिमाल नन्दादेबीसम्म यसको प्रभाव रहेको छ,80,145045,22050,6
b8913cb694,अधिकांश हिमाली र पूर्वी पहाडका जिल्लामा जनसङ्ख्या घटेको र तराईका बढेको पाइएको छ।,80,160965,22050,7
nep_5687_8197505801,अतिथि सत्कार नेपाली भोजनालयले पर्यटकहरूलाई शुद्ध नेपाली खाना प्रदान गर्दै आएको छ,80,176408,22050,8
ab8aa0bf54,तमिलनाडु कृषि विश्वविद्यालय भारतीय राज्य तमिलनाडुमा स्थित एउटा विश्वविद्यालय हो।,80,134505,22050,6
